,Country,Year,Prevalence of raised blood pressure,Mean total cholesterol (mmol/L),Mean non-HDL cholesterol (mmol/L),Mean HDL cholesterol (mmol/L),Crude diabetes prevalence,Prevalence of hypertension,Proportion of diagnosed hypertension among all hypertension,Proportion of treated hypertension among all hypertension,Proportion of controlled hypertension among all hypertension,Proportion of untreated stage 2 hypertension among all hypertension,Sex,Continent
70,AFG,2010,0.235839466,0.2498499918989367,0.3509998153036928,0.340661944196497,0.0723898777868645,0.314473279437934,0.342324237330554,0.265452289384901,0.0758516109539753,0.230789152417017,1.0,AS
71,AFG,2010,0.220299064,0.3054983758893987,0.3932889906695982,0.3967399502996885,0.0791660563572781,0.379981214380569,0.560306897863654,0.459782129913586,0.131146096941868,0.173957115798692,0.0,AS
72,AFG,2011,0.236172367,0.2445281983073746,0.3482003071537831,0.3357571439124149,0.074340129713617,0.314416702084801,0.350360723497675,0.272210726470515,0.0786100231271464,0.229796406785962,1.0,AS
73,AFG,2011,0.221266932,0.303977148293135,0.3932173886315848,0.3958571325923222,0.0813556659781261,0.383607221919786,0.569571821946189,0.468477252582594,0.135818429180613,0.171229614078184,0.0,AS
74,AFG,2012,0.236299546,0.2389859763149495,0.3451423302496077,0.3308960925098327,0.0763446918382395,0.314315742362223,0.358490145951665,0.278775773539931,0.0812227647482701,0.229104079488238,1.0,AS
75,AFG,2012,0.222064433,0.3023644885690422,0.3930175044069215,0.3950227521850423,0.0836548894257041,0.387359666497079,0.578810207563892,0.47660184581534,0.140442713390828,0.168761347073844,0.0,AS
76,AFG,2013,0.23628159,0.2332617626558937,0.3418504448221993,0.3260721293763793,0.0782920328160856,0.314237459466445,0.366746568432149,0.285168207369136,0.0837329774415376,0.22868525091997,1.0,AS
77,AFG,2013,0.222690668,0.3005191980007138,0.3925330214690969,0.3942179828733588,0.0859133130883564,0.391281709623543,0.588186518958407,0.484192186446213,0.144969093143734,0.166570928108843,0.0,AS
78,AFG,2014,0.236149257,0.2272646396921969,0.3382343754087166,0.3212730834334291,0.0801479081640533,0.314233859089775,0.375084622818294,0.291469434263036,0.0860959962115825,0.22855168675398,1.0,AS
79,AFG,2014,0.223185254,0.2984937304587702,0.3918180404223308,0.3934522610998926,0.088120828720755,0.395545526318003,0.5976851039634,0.491399944629513,0.149511613772405,0.164591418366281,0.0,AS
80,AFG,2015,0.235933945,0.2210373304807822,0.3343509121094784,0.3165061815295806,0.0792199704900694,0.314314196840703,0.383502482037776,0.297732630641732,0.0884137021784643,0.228656895912238,1.0,AS
81,AFG,2015,0.223578844,0.2964670338778179,0.3910614237495391,0.392815527539836,0.0870170709045557,0.400153285682564,0.607175141082814,0.498556183783396,0.154221590315986,0.162745747112977,0.0,AS
82,AFG,2016,0.236041601,0.2146722303016777,0.3303133070262648,0.3118434652146965,0.0792199704900694,0.314606705177046,0.392079030826856,0.304091628747062,0.0907879470178438,0.228937320358823,1.0,AS
83,AFG,2016,0.223382049,0.2944328965854237,0.3902795149077647,0.3922555272492042,0.0870170709045557,0.404863602820496,0.616537597793015,0.505733231969999,0.159108124661873,0.160968472839546,0.0,AS
84,AFG,2017,0.236041601,0.208237764700746,0.3261604391846338,0.3073318403387682,0.0792199704900694,0.31511677405286,0.400563433027994,0.310253450837625,0.0931424995860148,0.229416477176753,1.0,AS
85,AFG,2017,0.223382049,0.2922987974889395,0.3893696685284631,0.3917478936560498,0.0870170709045557,0.409860994447098,0.625506718492699,0.51241073655857,0.163880195875862,0.159413227677619,0.0,AS
